Image,x_center,y_center,width,height,Image_angle,x_position,y_position,angle
105,48.5,32.5,97,65,3.4213867063153884,-1.1104110717773437,1.5231021463871,165.0
106,50.0,30.5,100,61,1.7236934259326517,-1.1104110717773437,1.5231021463871,170.0
107,51.0,29.0,102,58,0.67394364009931,-1.1104110717773437,1.5231021463871,175.0
108,57.0,21.0,114,42,179.44380019185098,-1.1104110717773437,1.5731021463871,0.0
109,57.5,21.5,115,43,178.34906716278243,-1.1104110717773437,1.5731021463871,5.0
110,58.0,22.0,116,44,177.17278958867968,-1.1104110717773437,1.5731021463871,10.0
111,58.0,22.0,116,44,176.3404903122048,-1.1104110717773437,1.5731021463871,15.0
112,58.5,22.5,117,45,175.22773721722092,-1.1104110717773437,1.5731021463871,20.0
113,58.0,23.0,116,46,174.24759233687058,-1.1104110717773437,1.5731021463871,25.0
114,57.5,23.5,115,47,173.52120995295343,-1.1104110717773437,1.5731021463871,30.0
115,57.5,23.5,115,47,172.67905772938332,-1.1104110717773437,1.5731021463871,35.0
116,57.5,24.0,115,48,171.6271247308399,-1.1104110717773437,1.5731021463871,40.0
117,57.5,24.5,115,49,170.69996705698344,-1.1104110717773437,1.5731021463871,45.0
118,56.5,25.5,113,51,169.42695291029617,-1.1104110717773437,1.5731021463871,50.0
119,55.5,25.5,111,51,168.71021371798685,-1.1104110717773437,1.5731021463871,55.0
120,53.5,26.5,107,53,166.9344997275307,-1.1104110717773437,1.5731021463871,60.0
121,51.0,27.0,102,54,166.1558230544233,-1.1104110717773437,1.5731021463871,65.0
122,47.0,28.0,94,56,164.7000106533955,-1.1104110717773437,1.5731021463871,70.0
123,44.0,30.0,88,60,162.92820667403112,-1.1104110717773437,1.5731021463871,75.0
124,40.5,31.5,81,63,161.33723975844697,-1.1104110717773437,1.5731021463871,80.0
125,38.0,33.5,76,67,159.3261113901532,-1.1104110717773437,1.5731021463871,85.0
126,34.5,37.0,69,74,111.48454288157347,-1.1104110717773437,1.5731021463871,90.0
127,32.0,39.0,64,78,108.5012632640981,-1.1104110717773437,1.5731021463871,95.0
128,29.5,40.0,59,80,104.87244064847113,-1.1104110717773437,1.5731021463871,100.0
129,27.5,40.0,55,80,101.0435858016142,-1.1104110717773437,1.5731021463871,105.0
130,25.5,39.5,51,79,95.47703132169914,-1.1104110717773437,1.5731021463871,110.0
131,25.0,38.5,50,77,88.87712871705253,-1.1104110717773437,1.5731021463871,115.0
132,29.0,38.0,58,76,45.0,-1.1104110717773437,1.5731021463871,120.0
133,33.0,37.0,66,74,46.21832412340507,-1.1104110717773437,1.5731021463871,125.0
134,36.5,36.0,73,72,45.0,-1.1104110717773437,1.5731021463871,130.0
135,40.0,34.5,80,69,45.0,-1.1104110717773437,1.5731021463871,135.0
136,43.5,33.0,87,66,45.0,-1.1104110717773437,1.5731021463871,140.0
137,46.0,32.0,92,64,11.271530500028916,-1.1104110717773437,1.5731021463871,145.0
138,49.5,30.5,99,61,9.217474411461012,-1.1104110717773437,1.5731021463871,150.0
139,51.0,28.5,102,57,5.72466899425001,-1.1104110717773437,1.5731021463871,155.0
140,53.0,27.0,106,54,4.731161104012813,-1.1104110717773437,1.5731021463871,160.0
141,54.5,25.5,109,51,3.278473249081685,-1.1104110717773437,1.5731021463871,165.0
142,55.5,23.5,111,47,1.7881671874986296,-1.1104110717773437,1.5731021463871,170.0
143,56.5,22.0,113,44,0.5905944566633252,-1.1104110717773437,1.5731021463871,175.0
144,62.5,14.5,125,29,179.49301063860736,-1.1104110717773437,1.6231021463871,0.0
145,63.0,15.5,126,31,178.07698495497635,-1.1104110717773437,1.6231021463871,5.0
146,63.0,16.0,126,32,177.14470343125015,-1.1104110717773437,1.6231021463871,10.0
147,63.0,16.5,126,33,176.4686986647921,-1.1104110717773437,1.6231021463871,15.0
148,63.5,17.0,127,34,175.9892046357799,-1.1104110717773437,1.6231021463871,20.0
149,63.0,17.5,126,35,175.16694730012284,-1.1104110717773437,1.6231021463871,25.0
150,63.0,18.0,126,36,173.03582903042314,-1.1104110717773437,1.6231021463871,30.0
151,63.0,18.5,126,37,172.69936385708303,-1.1104110717773437,1.6231021463871,35.0
152,62.5,19.5,125,39,171.48111610218717,-1.1104110717773437,1.6231021463871,40.0
153,58.0,20.0,116,40,170.63331917854157,-1.1104110717773437,1.6231021463871,45.0
154,53.5,21.0,107,42,169.42695291029617,-1.1104110717773437,1.6231021463871,50.0
155,50.0,22.0,100,44,168.50564159895964,-1.1104110717773437,1.6231021463871,55.0
156,48.0,23.0,96,46,167.57420707014387,-1.1104110717773437,1.6231021463871,60.0
157,45.0,24.0,90,48,166.08095940143266,-1.1104110717773437,1.6231021463871,65.0
158,43.0,25.5,86,51,164.76722754027003,-1.1104110717773437,1.6231021463871,70.0
159,40.0,27.0,80,54,163.07144492916962,-1.1104110717773437,1.6231021463871,75.0
160,38.0,29.5,76,59,161.14201182720842,-1.1104110717773437,1.6231021463871,80.0
161,36.5,32.0,73,64,159.40703741714515,-1.1104110717773437,1.6231021463871,85.0
162,34.5,33.0,69,66,156.2332205558027,-1.1104110717773437,1.6231021463871,90.0
163,33.5,33.0,67,66,154.09934258800922,-1.1104110717773437,1.6231021463871,95.0
164,32.0,33.0,64,66,104.87244064847113,-1.1104110717773437,1.6231021463871,100.0
165,31.0,32.5,62,65,45.0,-1.1104110717773437,1.6231021463871,105.0
166,30.5,32.0,61,64,45.0,-1.1104110717773437,1.6231021463871,110.0
167,31.5,31.0,63,62,45.0,-1.1104110717773437,1.6231021463871,115.0
168,35.5,30.5,71,61,45.0,-1.1104110717773437,1.6231021463871,120.0
169,39.0,29.5,78,59,45.0,-1.1104110717773437,1.6231021463871,125.0
170,43.0,28.5,86,57,24.49545654921485,-1.1104110717773437,1.6231021463871,130.0
171,46.0,27.5,92,55,18.328054207983428,-1.1104110717773437,1.6231021463871,135.0
172,49.5,26.5,99,53,14.99081968442465,-1.1104110717773437,1.6231021463871,140.0
173,52.0,24.5,104,49,11.981244487289132,-1.1104110717773437,1.6231021463871,145.0
174,54.5,23.0,109,46,9.338350866095084,-1.1104110717773437,1.6231021463871,150.0
175,56.5,21.5,113,43,7.190697295545306,-1.1104110717773437,1.6231021463871,155.0
176,58.5,20.0,117,40,5.122043723229353,-1.1104110717773437,1.6231021463871,160.0
177,60.0,18.5,120,37,3.6515276857730896,-1.1104110717773437,1.6231021463871,165.0
178,61.0,17.0,122,34,1.9253194119553427,-1.1104110717773437,1.6231021463871,170.0
179,62.0,15.0,124,30,0.5161223457828328,-1.1104110717773437,1.6231021463871,175.0
180,67.5,8.5,135,17,179.31258260971526,-1.1104110717773437,1.6731021463870999,0.0
181,67.5,9.5,135,19,178.2118328125013,-1.1104110717773437,1.6731021463870999,5.0
182,68.0,10.0,136,20,177.32208747857237,-1.1104110717773437,1.6731021463870999,10.0
183,68.5,11.0,137,22,175.61109130693143,-1.1104110717773437,1.6731021463870999,15.0
184,66.5,11.5,133,23,175.2688388959872,-1.1104110717773437,1.6731021463870999,20.0
185,59.0,12.5,118,25,174.2039122948545,-1.1104110717773437,1.6731021463870999,25.0
186,54.5,13.0,109,26,173.4833218370431,-1.1104110717773437,1.6731021463870999,30.0
187,51.0,14.0,102,28,172.51664021799758,-1.1104110717773437,1.6731021463870999,35.0
188,48.0,15.0,96,30,171.5122502660351,-1.1104110717773437,1.6731021463870999,40.0
189,45.0,15.5,90,31,170.68606841177245,-1.1104110717773437,1.6731021463870999,45.0
190,43.5,16.5,87,33,169.795058583098,-1.1104110717773437,1.6731021463870999,50.0
191,42.0,18.0,84,36,168.56774593905016,-1.1104110717773437,1.6731021463870999,55.0
192,40.0,19.0,80,38,167.4518747686539,-1.1104110717773437,1.6731021463870999,60.0
193,39.0,21.0,78,42,165.98307405426806,-1.1104110717773437,1.6731021463870999,65.0
194,38.0,22.5,76,45,164.80063614291697,-1.1104110717773437,1.6731021463870999,70.0
195,37.0,24.5,74,49,163.33685515644237,-1.1104110717773437,1.6731021463870999,75.0
196,36.5,26.5,73,53,161.0625081744509,-1.1104110717773437,1.6731021463870999,80.0
197,35.5,26.0,71,52,159.18323033171487,-1.1104110717773437,1.6731021463870999,85.0
198,34.5,26.5,69,53,156.5761948670027,-1.1104110717773437,1.6731021463870999,90.0
199,34.5,26.5,69,53,153.72528911586835,-1.1104110717773437,1.6731021463870999,95.0
200,34.0,25.5,68,51,45.0,-1.1104110717773437,1.6731021463870999,100.0
201,34.5,25.5,69,51,45.0,-1.1104110717773437,1.6731021463870999,105.0
202,35.5,25.0,71,50,45.0,-1.1104110717773437,1.6731021463870999,110.0
203,37.5,24.0,75,48,135.0,-1.1104110717773437,1.6731021463870999,115.0
204,41.5,23.5,83,47,16.845033762989942,-1.1104110717773437,1.6731021463870999,120.0
205,47.5,22.5,85,45,178.89870091911712,-1.1104110717773437,1.6731021463870999,125.0
206,51.5,21.5,91,43,25.194655879986726,-1.1104110717773437,1.6731021463870999,130.0
207,55.0,20.5,98,41,19.684658621182393,-1.1104110717773437,1.6731021463870999,135.0
208,57.0,19.0,106,38,14.824931753787723,-1.1104110717773437,1.6731021463870999,140.0
209,57.5,18.0,115,36,11.684556581741049,-1.1104110717773437,1.6731021463870999,145.0
210,60.0,16.5,120,33,8.90944445726143,-1.1104110717773437,1.6731021463870999,150.0
211,62.0,15.0,124,30,6.724307525843187,-1.1104110717773437,1.6731021463870999,155.0
212,63.5,13.5,127,27,4.824022658049103,-1.1104110717773437,1.6731021463870999,160.0
213,65.0,12.0,130,24,3.0850875475148314,-1.1104110717773437,1.6731021463870999,165.0
214,66.0,10.5,132,21,1.7266581252654305,-1.1104110717773437,1.6731021463870999,170.0
215,67.0,8.5,134,17,0.47347572338685495,-1.1104110717773437,1.6731021463870999,175.0
216,54.5,45.5,109,79,178.4249360998345,-1.0604110717773436,1.4231021463870999,0.0
217,55.0,44.0,110,82,176.3998255759733,-1.0604110717773436,1.4231021463870999,5.0
218,55.0,42.5,110,85,174.4166656884546,-1.0604110717773436,1.4231021463870999,10.0
219,55.0,43.0,110,86,174.30897602274013,-1.0604110717773436,1.4231021463870999,15.0
220,55.0,43.0,110,86,172.93974698150868,-1.0604110717773436,1.4231021463870999,20.0
221,55.0,43.0,110,86,128.79127710496186,-1.0604110717773436,1.4231021463870999,25.0
222,55.0,43.5,110,87,171.4495152768535,-1.0604110717773436,1.4231021463870999,30.0
223,55.0,43.5,110,87,170.79675702788325,-1.0604110717773436,1.4231021463870999,35.0
224,54.5,43.5,109,87,170.02297749544834,-1.0604110717773436,1.4231021463870999,40.0
225,54.5,44.0,109,88,169.32849925004507,-1.0604110717773436,1.4231021463870999,45.0
226,53.5,44.5,107,89,123.72846949997108,-1.0604110717773436,1.4231021463870999,50.0
227,52.5,45.0,105,90,167.88612734102293,-1.0604110717773436,1.4231021463870999,55.0
228,51.0,45.0,102,90,121.95228792130581,-1.0604110717773436,1.4231021463870999,60.0
229,49.5,45.5,99,91,120.44763418629066,-1.0604110717773436,1.4231021463870999,65.0
230,47.5,46.5,95,93,118.80430339668311,-1.0604110717773436,1.4231021463870999,70.0
231,45.5,47.0,91,94,117.41678198210354,-1.0604110717773436,1.4231021463870999,75.0
232,43.0,48.5,86,97,115.93740901435211,-1.0604110717773436,1.4231021463870999,80.0
233,40.0,50.5,80,101,113.67664843305414,-1.0604110717773436,1.4231021463870999,85.0
234,37.0,53.0,74,106,111.13684450304686,-1.0604110717773436,1.4231021463870999,90.0
235,33.5,56.5,67,113,108.43494882292202,-1.0604110717773436,1.4231021463870999,95.0
236,30.0,61.5,60,123,105.3093027044547,-1.0604110717773436,1.4231021463870999,100.0
237,26.5,62.5,53,125,100.95158904091954,-1.0604110717773436,1.4231021463870999,105.0
238,22.5,63.0,45,126,95.33017414726766,-1.0604110717773436,1.4231021463870999,110.0
239,19.5,62.5,39,125,89.34154379710344,-1.0604110717773436,1.4231021463870999,115.0
240,24.0,61.5,48,123,82.2035945303669,-1.0604110717773436,1.4231021463870999,120.0
241,28.0,60.5,56,121,76.42515915110846,-1.0604110717773436,1.4231021463870999,125.0
242,32.0,59.5,64,119,71.19302157563368,-1.0604110717773436,1.4231021463870999,130.0
243,36.0,60.5,72,113,64.61283704866833,-1.0604110717773436,1.4231021463870999,135.0
244,39.5,61.0,79,104,60.12821858176471,-1.0604110717773436,1.4231021463870999,140.0
245,42.5,60.0,85,100,57.97114774493582,-1.0604110717773436,1.4231021463870999,145.0
246,45.5,58.5,91,95,53.952223753124144,-1.0604110717773436,1.4231021463870999,150.0
247,47.5,57.0,95,92,51.349792244798664,-1.0604110717773436,1.4231021463870999,155.0
248,49.5,54.5,99,89,49.59441803867935,-1.0604110717773436,1.4231021463870999,160.0
249,51.5,52.5,103,85,7.339173762105702,-1.0604110717773436,1.4231021463870999,165.0
250,52.5,50.0,105,82,137.28696062995044,-1.0604110717773436,1.4231021463870999,170.0
251,53.5,48.0,107,78,0.06871718993107834,-1.0604110717773436,1.4231021463870999,175.0
252,60.0,35.0,120,70,179.46954415486795,-1.0604110717773436,1.4731021463871,0.0
253,60.5,35.5,121,71,178.19576557371687,-1.0604110717773436,1.4731021463871,5.0
254,61.0,36.0,122,72,177.0214344426459,-1.0604110717773436,1.4731021463871,10.0
255,61.0,36.0,122,72,176.17114515314307,-1.0604110717773436,1.4731021463871,15.0
256,61.0,36.5,122,73,174.61873138842873,-1.0604110717773436,1.4731021463871,20.0
257,61.0,37.0,122,74,173.93645448253494,-1.0604110717773436,1.4731021463871,25.0
258,61.0,37.5,122,75,172.81499924241035,-1.0604110717773436,1.4731021463871,30.0
259,60.5,38.0,121,76,172.09040302624993,-1.0604110717773436,1.4731021463871,35.0
260,60.5,38.0,121,76,171.21437061083878,-1.0604110717773436,1.4731021463871,40.0
261,60.0,39.0,120,78,170.12658169728695,-1.0604110717773436,1.4731021463871,45.0
262,59.0,39.5,118,79,169.70536991974603,-1.0604110717773436,1.4731021463871,50.0
263,58.5,40.0,117,80,168.15895613773074,-1.0604110717773436,1.4731021463871,55.0
264,57.0,41.0,114,82,166.82279706103873,-1.0604110717773436,1.4731021463871,60.0
265,55.0,42.0,110,84,165.6569262131303,-1.0604110717773436,1.4731021463871,65.0
266,53.5,43.0,107,86,164.3084044718205,-1.0604110717773436,1.4731021463871,70.0
267,51.0,45.0,102,90,162.83055424053674,-1.0604110717773436,1.4731021463871,75.0
268,48.5,46.5,97,93,160.86524196730784,-1.0604110717773436,1.4731021463871,80.0
269,46.0,49.5,92,99,113.51068247017798,-1.0604110717773436,1.4731021463871,85.0
270,43.0,53.0,86,106,111.15285785507194,-1.0604110717773436,1.4731021463871,90.0
271,39.5,55.0,79,110,108.37964408514608,-1.0604110717773436,1.4731021463871,95.0
272,36.0,55.5,72,111,104.64568108549213,-1.0604110717773436,1.4731021463871,100.0
273,32.5,55.5,65,111,99.48520390424324,-1.0604110717773436,1.4731021463871,105.0
274,28.5,55.0,57,110,94.82994653922117,-1.0604110717773436,1.4731021463871,110.0
275,26.5,54.0,53,108,88.95237371768803,-1.0604110717773436,1.4731021463871,115.0
276,31.0,53.0,62,106,82.8093027044547,-1.0604110717773436,1.4731021463871,120.0
277,35.0,52.0,70,104,75.29640546963321,-1.0604110717773436,1.4731021463871,125.0
278,39.0,51.0,78,102,69.45024687119098,-1.0604110717773436,1.4731021463871,130.0
279,42.5,49.5,85,99,65.01512963594485,-1.0604110717773436,1.4731021463871,135.0
280,46.0,48.5,92,97,60.91372328833654,-1.0604110717773436,1.4731021463871,140.0
281,49.0,46.5,98,93,57.91049598709469,-1.0604110717773436,1.4731021463871,145.0
282,51.5,45.0,103,90,144.48851622697583,-1.0604110717773436,1.4731021463871,150.0
283,54.0,43.0,108,86,142.09135925365774,-1.0604110717773436,1.4731021463871,155.0
284,56.0,41.5,112,83,139.83667771620173,-1.0604110717773436,1.4731021463871,160.0
285,57.5,39.5,115,79,138.82020338051336,-1.0604110717773436,1.4731021463871,165.0
286,58.5,37.5,117,75,2.330859341449468,-1.0604110717773436,1.4731021463871,170.0
287,59.5,36.0,119,72,0.5616513570375901,-1.0604110717773436,1.4731021463871,175.0
288,66.0,28.0,132,56,179.27793723453215,-1.0604110717773436,1.5231021463871,0.0
289,66.0,28.5,132,57,178.3307647281178,-1.0604110717773436,1.5231021463871,5.0
290,66.5,29.0,133,58,177.27983398449726,-1.0604110717773436,1.5231021463871,10.0
291,66.5,30.0,133,60,175.44633284387282,-1.0604110717773436,1.5231021463871,15.0
292,66.5,30.5,133,61,174.59780270123036,-1.0604110717773436,1.5231021463871,20.0
293,66.5,31.0,133,62,174.01193377789832,-1.0604110717773436,1.5231021463871,25.0
294,66.0,32.0,132,64,172.52068196313957,-1.0604110717773436,1.5231021463871,30.0
295,66.0,32.5,132,65,172.49549442713567,-1.0604110717773436,1.5231021463871,35.0
296,66.0,33.5,132,67,171.18410521444412,-1.0604110717773436,1.5231021463871,40.0
297,65.5,34.0,131,68,170.38466381216938,-1.0604110717773436,1.5231021463871,45.0
298,64.5,35.0,129,70,169.48256003154705,-1.0604110717773436,1.5231021463871,50.0
299,63.5,36.0,127,72,168.2338257195495,-1.0604110717773436,1.5231021463871,55.0
300,62.5,37.0,125,74,167.00781470440734,-1.0604110717773436,1.5231021463871,60.0
301,60.5,38.5,121,77,165.73000740602004,-1.0604110717773436,1.5231021463871,65.0
302,59.0,40.0,118,80,164.40245120606215,-1.0604110717773436,1.5231021463871,70.0
303,56.5,42.0,113,84,162.78050534559816,-1.0604110717773436,1.5231021463871,75.0
304,54.0,44.0,108,88,160.44299391651413,-1.0604110717773436,1.5231021463871,80.0
305,51.0,47.5,102,95,158.52794439250232,-1.0604110717773436,1.5231021463871,85.0
306,47.5,48.0,95,96,110.64235544728564,-1.0604110717773436,1.5231021463871,90.0
307,44.0,48.0,88,96,107.6740832665979,-1.0604110717773436,1.5231021463871,95.0
308,40.5,47.5,81,95,104.32855872827906,-1.0604110717773436,1.5231021463871,100.0
309,37.5,47.5,75,95,99.53459676867408,-1.0604110717773436,1.5231021463871,105.0
310,34.5,46.5,69,93,94.66749923156914,-1.0604110717773436,1.5231021463871,110.0
311,33.5,46.0,67,92,87.8006473225023,-1.0604110717773436,1.5231021463871,115.0
312,37.5,45.0,75,90,45.0,-1.0604110717773436,1.5231021463871,120.0
313,41.5,44.0,83,88,76.05136448452618,-1.0604110717773436,1.5231021463871,125.0
314,45.5,43.0,91,86,45.0,-1.0604110717773436,1.5231021463871,130.0
315,49.0,42.0,98,84,110.76588537054141,-1.0604110717773436,1.5231021463871,135.0
